Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
1648214357.7096033,0.27519657611846926,0.034800880774855616,-0.0,-0.47167616486549385,-0.47167616486549385,-0.47167616486549385
1648214357.7294703,0.2795662701129914,0.04354027211666108,-0.0,-0.47167616486549385,-0.47167616486549385,-0.47167616486549385
1648214357.749446,0.2795662701129914,0.04354027211666108,-0.0,-0.47167616486549385,-0.47167616486549385,-0.47167616486549385
1648214357.749451,0.2839359641075135,0.04790996946394444,-0.0,-0.47167616486549385,-0.47167616486549385,-0.47167616486549385
1648214357.7699707,0.2839359641075135,0.04354027211666108,-0.0,-0.45419738888740546,-0.45419738888740546,-0.45419738888740546
1648214357.789494,0.2839359641075135,0.04354027211666108,-0.0,-0.45419738888740546,-0.45419738888740546,-0.45419738888740546
1648214357.7895095,0.2839359641075135,0.04790996946394444,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214357.8094206,0.2839359641075135,0.04790996946394444,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214357.829492,0.2839359641075135,0.04790996946394444,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214357.8294992,0.2839359641075135,0.04790996946394444,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214357.8495681,0.2839359641075135,0.04790996946394444,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214357.8495712,0.2839359641075135,0.04790996946394444,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214357.8695242,0.2839359641075135,0.04790996946394444,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214357.889727,0.2839359641075135,0.04790996946394444,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214357.9097188,0.2839359641075135,0.04790996946394444,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214357.9098082,0.2839359641075135,0.04790996946394444,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214357.929887,0.2839359641075135,0.04354027211666108,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214357.9299135,0.2839359641075135,0.04790996946394444,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214357.949788,0.28830565810203557,0.04354027211666108,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214357.9698236,0.28830565810203557,0.04354027211666108,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214357.9898179,0.28830565810203557,0.04354027211666108,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214357.9898348,0.28830565810203557,0.04354027211666108,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214358.0099864,0.28830565810203557,0.04354027211666108,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214358.0099924,0.28830565810203557,0.04354027211666108,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214358.0298617,0.2839359641075135,0.04354027211666108,-0.0,-0.45419738888740546,-0.45419738888740546,-0.45419738888740546
1648214358.0298922,0.28830565810203557,0.04354027211666108,-0.0,-0.45419738888740546,-0.45419738888740546,-0.45419738888740546
1648214358.0500352,0.2839359641075135,0.04354027211666108,-0.0,-0.45419738888740546,-0.45419738888740546,-0.45419738888740546
1648214358.069914,0.28830565810203557,0.04354027211666108,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214358.0699356,0.28830565810203557,0.04354027211666108,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214358.08977,0.28830565810203557,0.04354027211666108,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214358.1098485,0.28830565810203557,0.04790996946394444,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214358.1298356,0.28830565810203557,0.04354027211666108,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214358.129861,0.28830565810203557,0.04354027211666108,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214358.129869,0.28830565810203557,0.04354027211666108,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214358.1500626,0.28830565810203557,0.04354027211666108,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214358.1697779,0.2839359641075135,0.04354027211666108,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214358.189744,0.28830565810203557,0.04354027211666108,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214358.1897538,0.28830565810203557,0.04354027211666108,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214358.2099223,0.2839359641075135,0.04354027211666108,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214358.2298958,0.2839359641075135,0.04354027211666108,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214358.2502496,0.2839359641075135,0.04354027211666108,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
